SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
1,1,427,"Insulator - Evaporator Case",001-001-427,,"Requested by Motor JP "
1,1,428,"Insulator - Evaporator Core, Air Conditioning ",001-001-428,,"Requested by Motor JP "
1,1,429,"Duct - Condenser, Air Conditioning",001-001-429,,"Requested by Motor JP "
1,1,430,"Insulator - Condenser Fan Assembly, Air Conditioning",001-001-430,,"Requested by Motor JP "
1,1,431,"Blade - Condenser Fan, Air Conditioning ",001-001-431,,"Requested by Motor JP "
1,1,432,"Grille - Condenser Fan, Air Conditioning ",001-001-432,,"Requested by Motor JP "
1,1,433,"Motor and Blade - Condenser Fan, Air Conditioning ",001-001-433,,"Requested by Motor JP "
1,1,434,"Relay - Condenser Fan, Air Conditioning ",001-001-434,,"Requested by Motor JP "
1,1,435,"Shroud - Condenser Fan, Air Conditioning",001-001-435,,"Requested by Motor JP "
1,1,436,"Seal Kit - Condenser, Air Conditioning ",001-001-436,,"Requested by Motor JP "
1,1,437,"Bushing - Fan Shroud, Condenser, Air Conditioning ",001-001-437,,"Requested by Motor JP "
1,1,438,"Filter - Refrigerant, Air Conditioning",001-001-438,,"Requested by Motor JP "
1,1,439,"Hold-Down - Refrigerant Line, Air Conditioning",001-001-439,,"Requested by Motor JP "
1,1,440,"Insulator - Refrigerant Line, Air Conditioning ",001-001-440,,"Requested by Motor JP "
1,1,441,"Seal Kit - Refrigerant Line, Air Conditioning ",001-001-441,,"Requested by Motor JP "
1,1,442,"Sensor - Refrigerant Pressure, Air Conditioning",001-001-442,,"Requested by Motor JP "
1,1,443,"Sensor - Refrigerant Temperature, Air Conditioning ",001-001-443,,"Requested by Motor JP "
1,1,444,"Gasket - Case Cover, HVAC",001-001-444,,"Requested by Motor JP "
1,1,445,"Drain Valve - Case, HVAC",001-001-445,,"Requested by Motor JP "
1,1,446,"Gasket Set - Case, HVAC",001-001-446,,"Requested by Motor JP "
1,1,447,"Seal Kit - Case, HVAC",001-001-447,,"Requested by Motor JP "
1,1,448,"Link - Blend Door, HVAC",001-001-448,,"Requested by Motor JP "
1,1,449,"Button - Temperature Control, HVAC",001-001-449,,"Requested by Motor JP "
1,1,450,"Button Kit - Temperature Control, HVAC",001-001-450,,"Requested by Motor JP "
1,1,451,"Regulator - Temperature Control, HVAC",001-001-451,,"Requested by Motor JP "
1,1,452,"Sensor - Air Quality, HVAC",001-001-452,,"Requested by Motor JP "
1,1,453,"Isolator - Duct, HVAC",001-001-453,,"Requested by Motor JP "
1,1,454,"Knob Kit - Heater Control, HVAC",001-001-454,,"Requested by Motor JP "
1,1,455,"Switch - Recirculating, HVAC",001-001-455,,"Requested by Motor JP "
1,1,456,"Seal Kit - Field Coil, Clutch, Air Compressor",001-001-456,,"Requested by Motor JP "
1,1,457,"Insulator - Bracket, Condenser, Air Conditioning ",001-001-457,,"Requested by Motor JP "
1,1,458,"Switch - Temperature, Evaporator",001-001-458,,"Requested by Motor JP "
1,1,459,"Case - Air Inlet",001-001-459,,"Requested by Motor JP "
1,1,460,"Cover - Case, Air Inlet",001-001-460,,"Requested by Motor JP "
1,1,461,"Reservoir - Evaporator Core Vacuum",001-001-461,,"Requested by Motor JP "
1,1,462,"Sensor - Sunload",001-001-462,,"Requested by Motor JP "
1,1,463,"Clamp - Ambient Air Temperature Sensor",001-001-463,,"Requested by Motor JP "
1,1,464,"Conversion Kit - Pressure Transducer Sensor",001-001-464,,"Requested by SEFL JP "
1,1,465,"Line - Low Pressure, Bunk",001-001-465,,"Requested by TransAm JP "
1,1,466,"Valve - Low Pressure",001-001-466,,"Requested by Motor JP "
1,1,467,"Relay - Low Pressure",001-001-467,,"Requested by Motor JP "
1,1,468,"Sensor - Humidity ",001-001-468,,"Requested by Motor JP "
1,1,469,"Switch - A/C Damper Door",001-001-469,,"Requested by Motor JP "
1,1,470,"Switch - Rocker, Air Conditioner",001-001-470,,"Requested by Motor JP "
1,1,471,"Sender - A/C Compressor",001-001-471,,"Requested by Motor JP "
1,1,472,"Solenoid - Motor, A/C Condenser",001-001-472,,"Requested by Motor JP "
1,1,473,"Sensor - Discharge, A/C Compressor",001-001-473,,"Requested by Motor JP "
1,1,474,"Rotor - A/C Compressor",001-001-474,,"Requested by Motor JP "
1,1,475,"Switch - Refrigerant Containment",001-001-475,,"Requested by Motor JP "
1,1,476,"Garter - Spring Lock Coupling",001-001-476,,"Requested by Motor JP "
1,1,477,"Switch - Thermal Limiter",001-001-477,,"Requested by Motor JP "
1,1,478,"Defrost Head Assembly - Air Conditioning ",001-001-478,,"Requested by Motor JP "
1,1,479,"Desiccant Bag - A/C Receiver, ",001-001-479,,
1,1,480,"Housing Kit - HVAC",001-001-480,,"Requested by TransAm JP "
1,1,481,"Filter - Return, Evaporator",001-001-481,,"Requested by NAPA JP "
1,1,482,"Mounting Bracket - A/C Tensioner & Idler",001-001-482,,"Requested by Freightliner JP "
1,1,483,"Heater - Cabin Coolant, High Voltage, Electric Vehicle ",001-001-483,,"Requested by Freightliner JP "
1,1,484,"Cable - Cabin Coolant Heater, High Voltage, Electric Vehicle ",001-001-484,,"Requested by Freightliner JP "
1,1,485,"Solenoid - Refrigerant, Electric Vehicle ",001-001-485,,"Requested by Freightliner JP "
1,2,0,"Heating & Ventilating",001-002-000,,
1,2,1,"Door - Air Intake, Cowl Or Side",001-002-001,,
1,2,2,"Grille - Air Intake, Cowl",001-002-002,,
1,2,3,"Duct - Air Intake, Plenum Chamber",001-002-003,,
1,2,4,"Drain Tube - Cowl Vent",001-002-004,,
1,2,5,"Relay - Heater Delay",001-002-005,,
1,2,6,"Door Assembly - Fresh Air Ventilator, Kick-Pad",001-002-006,,
1,2,7,"Hardware, Mounting - Fresh Air Vent Door Assembly",001-002-007,,
1,2,8,"Control - Fresh Air Ventilator Door",001-002-008,,
1,2,9,"Cable - Fresh Air Ventilator Door",001-002-009,,
1,2,10,"Seal - Fresh Air Ventilator Door",001-002-010,,
1,2,11,"Seal - Heater Air Door",001-002-011,,
1,2,12,"Grille - Fresh Air Ventilator, Kick-Pad",001-002-012,,
1,2,13,"Screen - Fresh Air Ventilator, Kick-Pad",001-002-013,,
1,2,14,"Grille - Ventilator, Shroud Upper",001-002-014,,
1,2,15,"Heater Assembly - HVAC System",001-002-015,,"updated by JP"
1,2,16,"Hardware, Mounting - Heater Assembly. ",001-002-016,,
1,2,17,"Motor - Blower, Heater & Defroster",001-002-017,,
1,2,18,"Fan - Heater",001-002-018,,
1,2,19,"Heater Core - HVAC System",001-002-019,,"updated by JP"
1,2,20,"Cable - Water Shut-Off Valve",001-002-020,,
1,2,21,"Switch - Blower Speed, Heater Motor",001-002-021,,"updated by JP "
1,2,22,"Hose - Water Heater",001-002-022,,
1,2,23,"Wiring Harness - Main Heater Assembly",001-002-023,,
1,2,24,"Resistor - Heater Blower Motor",001-002-024,,
1,2,25,"Diaphragm - Vacuum, Heater & Ventilator",001-002-025,,
1,2,26,"Hose - Vacuum, Heater & Ventilator",001-002-026,,
1,2,27,"Duct - Defroster",001-002-027,,
1,2,28,"Thermostat - Water Temperature Control, Heater",001-002-028,,
1,2,29,"Shut-Off Valve - Heater Water",001-002-029,,
1,2,30,"Check Valve - Vacuum, HVAC System",001-002-030,,"updated by JP"
1,2,31,"Louver - Heater Case",001-002-031,,
1,2,32,"Case - Heater Air Distributor",001-002-032,,
1,2,33,"Switch - Master On-Off, Heater/Defroster",001-002-033,,"updated by JP "
1,2,34,"Door - Heater Defroster",001-002-034,,
1,2,35,"Cable - Heater Defroster Door",001-002-035,,
1,2,36,"Door Assembly - Air Inlet, Heater",001-002-036,,
1,2,37,"Cable - Heater Air Inlet Door",001-002-037,,
1,2,38,"Door - Temperature, HVAC System",001-002-038,,"updated by JP"
1,2,39,"Cable - Temperature Door, HVAC System",001-002-039,,
1,2,40,"Cam Assembly - Temperature Door, HVAC System",001-002-040,,
1,2,41,"Case - Blower & Air Inlet",001-002-041,,
1,2,42,"Vacuum On-Off Valve - Control Panel Assembly",001-002-042,,
1,2,43,"Tank - Vacuum",001-002-043,,
1,2,44,"Duct - Blower To Heater Case Transition",001-002-044,,
1,2,45,"Panel Assembly - Heater Control",001-002-045,,
1,2,46,"Lever - Heater Control Panel Assembly",001-002-046,,
1,2,47,"Knob - Heater Control Panel Assembly",001-002-047,,
1,2,48,"Switch - Defroster",001-002-048,,
1,2,49,"Outlet - Defroster",001-002-049,,
1,2,50,"Clamp - Hose, Heater",001-002-050,,
1,2,51,"Filter - Heater",001-002-051,,
1,2,52,"Housing - Motor, Heater",001-002-052,,
1,2,54,"Strut - Fresh Air Vent",001-002-054,,
1,2,55,"Cover - Fresh Air Vent Handle",001-002-055,,
1,2,56,"Spring - Fresh Air Door",001-002-056,,
1,2,57,"Switch - Fresh Air Door",001-002-057,,
1,2,58,"Retainer Clip - Heater Control Lever",001-002-058,,
1,2,59,"Nipple - Heater Hose",001-002-059,,
1,2,60,"Retainer - Heater Control Cable",001-002-060,,
1,2,61,"Gasket - Heater Motor To Housing",001-002-061,,
1,2,62,"Check Valve - Heater Core",001-002-062,,
1,2,63,"Control - Slide, Sleeper Heater",001-002-063,,
1,2,64,"Actuator - Fresh Air Door",001-002-064,,
1,2,65,"Knob - Switch, Blower Speed",001-002-065,,
1,2,66,"Hardware, Mounting - Air Intake Door",001-002-066,,
1,2,67,"Hardware, Mounting - Cowl Drain Tube",001-002-067,,
1,2,68,"Repair Kit (Splice Kit) - Heater Hose",001-002-068,,
1,2,69,"Stator - Motor, Heater",001-002-069,,
1,2,70,"Spring - Motor, Heater",001-002-070,,
1,2,71,"Coupling - Fan Mounting, Air Conditioning",001-002-071,,
1,2,72,"Brush Set - Blower Motor",001-002-072,,
1,2,73,"Armature - Motor",001-002-073,,
1,2,75,"Bearing - Motor, Fan",001-002-075,,
1,2,76,"Spring - Brush, Motor",001-002-076,,
1,2,77,"Seal - Heater Core, Upper",001-002-077,,
1,2,78,"Seal - Heater Control, Side",001-002-078,,
1,2,79,"Seal - Heater Plate, HVAC",001-002-079,,
1,2,97,"Boot - Heater Duct, Heater",001-002-097,,
1,2,98,"Pipe - Return, Heater",001-002-098,,
1,2,99,"Pipe - Supply, Heater",001-002-099,,
1,2,100,"Bracket - Shut -Off Valve",001-002-100,,
1,2,101,"Tube - Heater Core",001-002-101,,
1,2,102,"Line, Air - Fresh Air Door Actuator",001-002-102,,
1,2,103,"Plenum - Air Inlet",001-002-103,,
1,2,104,"Bracket - Hose Support",001-002-104,,
1,2,105,"Switch - Heater Control",001-002-105,,
1,2,106,"Tube - Drain, Blower Housing",001-002-106,,
1,2,107,"Bracket - Cable Support",001-002-107,,
1,2,108,"Duct - Air Distribution, Right, Heater",001-002-108,,
1,2,109,"Duct - Air Distribution, Left, Heater",001-002-109,,
1,2,110,"Valve - Water Control",001-002-110,,
1,2,111,"Duct - Floor, Heater",001-002-111,,
1,2,112,"Lever - Air Intake Door",001-002-112,,
1,2,113,"Frame - Filter",001-002-113,,
1,2,114,"Grid - Filter",001-002-114,,
1,2,115,"Motor - Stepper",001-002-115,,
1,2,116,"Scroll - Blower",001-002-116,,
1,2,117,"Baffle - Air, Heater",001-002-117,,
1,2,118,"Rod - Control, Defrost Door",001-002-118,,
1,2,119,"Motor & Blower - Heater",001-002-119,,
1,2,120,"Wheel - Blower",001-002-120,,
1,2,121,"Mount - Thermistor",001-002-121,,
1,2,122,"Panel - Slide Out, Housing",001-002-122,,
1,2,123,"Plate - Grille",001-002-123,,
1,2,124,"Heat Shield",001-002-124,,
1,2,125,"Shaft - Door, Heater",001-002-125,,
1,2,126,"Housing - Top",001-002-126,,
1,2,127,"Pin - Weld",001-002-127,,
1,2,128,"Plate - Backup, Heater",001-002-128,,"updated by JP"
1,2,129,"Clip - Heater",001-002-129,,
1,2,130,"Spring - Retaining, Duct, Intake Filter",001-002-130,,
1,2,131,"Valve - Drain, Duct",001-002-131,,
1,2,132,"Cover - Filter, Duct",001-002-132,,
1,2,133,"Cover - Duct",001-002-133,,
1,2,134,"Rod - Face Duct",001-002-134,,
1,2,135,"Tape - Foam, Duct",001-002-135,,
1,2,136,"Pipe - Exhaust, Flexible",001-002-136,,
1,2,137,"Duct - Plenum, Air Intake",001-002-137,,
1,2,138,"Cover - Heater Core",001-002-138,,
1,2,139,"Retainer - Blower Motor",001-002-139,,
1,2,140,"Seal - Tube, Heater",001-002-140,,
1,2,141,"Pump - Booster, Heater Plumbing",001-002-141,,
1,2,142,"Valve - Fill, Heater Circuit",001-002-142,,
1,2,143,"Bracket - Door Seal, Heater",001-002-143,,
1,2,144,"Insulation - Duct, Heater, Main",001-002-144,,
1,2,145,"Adapter - Hose To Louver, Heater And A/C",001-002-145,,
1,2,146,"Duct - Extension, Heater",001-002-146,,
1,2,147,"Duct - Heat, Outboard",001-002-147,,
1,2,148,"Converter - Cable, Heater Control",001-002-148,,
1,2,149,"Cable - Heater Control",001-002-149,,
1,2,150,"Adapter - Hose, Under Dash Heater",001-002-150,,
1,2,151,"Duct - Inlet, Outside Air",001-002-151,,
1,2,152,"Plate - Outlet, Heater",001-002-152,,
1,2,153,"Spring - Retainer, Air Intake Duct",001-002-153,,
1,2,154,"Control - Coolant Flow, Heater",001-002-154,,
1,2,155,"Seal - Mounting, Blower Motor",001-002-155,,
1,2,156,"Bracket - Valve, Water Heater",001-002-156,,
1,2,157,"Manifold - Heater Plumbing",001-002-157,,
1,2,158,"Valve - Control, Heater Coolant Flow",001-002-158,,
1,2,159,"Shield - Heater Plumbing",001-002-159,,
1,2,160,"Motor - Door Actuator",001-002-160,,
1,2,161,"Duct - Heat, Outboard",001-002-161,Yes,"Obsolete - Use 001-002-147"
1,2,162,"Duct - Lower Dash",001-002-162,,
1,2,163,"Clamp - Hose, Duct",001-002-163,,
1,2,164,"Seal - Heater Housing to Dash Panel",001-002-164,,
1,2,165,"Guard - Blower Assembly",001-002-165,,"Requested by Parts River JP"
1,2,166,"Plenum - Heater Assembly",001-002-166,,"Requested by Parts River JP"
1,2,167,"Support - Heater Guard",001-002-167,,"Requested by Parts River JP"
1,2,168,"Mounting Plate - Blower Motor",001-002-168,,"Requested by Parts River JP"
1,2,169,"Shim - Blower Motor",001-002-169,,"Requested by Parts River JP"
1,2,170,"Mount - Blower Motor",001-002-170,,"Requested by Parts River JP"
1,2,171,"Adapter - Plenum, Heater Assembly",001-002-171,,"Requested by Parts River JP"
1,2,172,"Bracket - Booster Pump",001-002-172,,"Requested by Freightliner JP"
1,2,173,"Control Module - Blower",001-002-173,,"Requested by Freightliner JP"
1,2,174,"Shim - Blower Wheel",001-002-174,,"Requested by Parts River JP"
1,2,175,"Fitting - Heater Plumbing",001-002-175,,"Requested by Parts River JP"
1,2,176,"Insulator - Heater Assembly",001-002-176,,"Requested by Parts River JP"
1,2,177,"Mounting Bracket - Blower Motor",001-002-177,,"Requested by Parts River JP"
1,2,178,"Module - Heater Control",001-002-178,,"Requested by Parts River JP"
1,2,179,"Circuit Breaker",001-002-179,,"Requested by PACCAR JP "
1,2,180,"Bracket - Manifold, Heater",001-002-180,,"Requested by Freightliner JP "
1,2,181,"Fitting - Cab Heater System, Water Line, Hose, Tube, Plumbing",001-002-181,,"Requested by Freightliner JP "
1,2,182,"O-Ring - Cab Heater System, Water Line, Hose, Tube, Plumbing",001-002-182,,"Requested by Freightliner JP "
1,2,183,"Knob - Water Valve",001-002-183,,"Requested by Parts River JP "
1,2,184,"Door - Filter Access, HVAC System",001-002-184,,"Requested by Freightliner JP "
1,2,185,"Protector - Hose Or Line, Air Conditioning",001-002-185,,"Requested by Parts River JP "
1,2,186,"Y-Pipe - Heater Plumbing",001-002-186,,"Requested by Freightliner JP "
1,2,187,"Pipe Assembly - Manifold, Heater Plumbing",001-002-187,,"Requested by Freightliner JP "
1,2,188,"Duct - Heat, Inboard",001-002-188,,"Requested by Freightliner JP "
1,2,189,"Coupling - Hose, Heater",001-002-189,,"Requested by Freightliner JP "
1,2,190,"Pipe - Main, Front  Wall, Heater",001-002-190,,"Requested by Freightliner JP "
1,2,191,"Kit - Routing, Heater/Air Conditioning Hose",001-002-191,,"Requested by SEFL JP "
1,2,192,"Swivel - Saddle, Heater Hose",001-002-192,,"Requested by SEFL JP "
1,2,193,"Bracket - Duct, Heater",001-002-193,,"Requested by Freightliner JP "
1,2,194,"Kit - Field Fix, Heater Pipes",001-002-194,,"Requested by SEFL JP "
1,2,195,"Kit - Sealant, Drain Valve",001-002-195,,"Requested by SEFL JP "
1,2,196,"Loom - Water, Heater Hose",001-002-196,,"Requested by SEFL JP "
1,2,197,"Clamp - Heater Control Valve",001-002-197,,"Requested by Motor JP "
1,2,198,"Gasket - Heater Control Valve",001-002-198,,"Requested by Motor JP "
1,2,199,"Insulator - Heater Control Valve",001-002-199,,"Requested by Motor JP "
1,2,200,"Solenoid - Heater Control Valve",001-002-200,,"Requested by Motor JP "
1,2,201,"Gasket - Tube, Heater Core ",001-002-201,,"Requested by Motor JP "
1,2,202,"Sensor - Temperature, Heater Core",001-002-202,,"Requested by Motor JP "
1,2,203,"Clamp - Heater Core",001-002-203,,"Requested by Motor JP "
1,2,204,"Gasket - Case, Heater Core",001-002-204,,"Requested by Motor JP "
1,2,205,"Case - Heater Core",001-002-205,,"Requested by Motor JP "
1,2,206,"Trim - Outlet, Defroster",001-002-206,,"Requested by Motor JP "
1,2,207,"Control Assembly - Heating, Dash",001-002-207,,"Requested by Motor JP "
1,2,208,"Defrost Head Assembly - Heater",001-002-208,,"Requested by Motor JP "
1,2,209,"Relay - Blower Motor, Heater",001-002-209,,"Requested by Motor JP "
1,2,210,"Coupling - Actuator, Blower Access Door ",001-002-210,,"Requested by TransAm JP "
1,3,0,"Auxiliary Heating and Cooling  - Self-Powered",001-003-000,,
1,3,1,"Auxiliary Heater Assembly  ",001-003-001,,
1,3,2,"Printed Circuit Board  ",001-003-002,,
1,3,4,"Screen - Glow Plug, Auxiliary Heater",001-003-004,,
1,3,5,"Thermostat - Auxiliary Heater",001-003-005,,
1,3,6,"Hood - Air Outlet, Auxiliary Heater",001-003-006,,
1,3,7,"Line - Fuel, Auxiliary Heater",001-003-007,,
1,3,8,"Pipe - Exhaust, Flexible, Auxiliary Heater",001-003-008,,
1,3,9,"Shock Mount - Rubber, Auxiliary Heater",001-003-009,,
1,3,10,"Timer - Auxiliary Heater",001-003-010,,
1,3,11,"Blower - Air Combustion, Auxiliary Heater",001-003-011,,
1,3,12,"Burner - Auxiliary Heater",001-003-012,,
1,3,13,"Water Pump - Auxiliary Heater",001-003-013,,
1,3,14,"Wiring Harness - Glow Plug, Auxiliary Heater",001-003-014,,
1,3,15,"Temperature Sensor - Auxiliary Heater",001-003-015,,
1,3,16,"Flame Sensor - Auxiliary Heater",001-003-016,,
1,3,17,"Resistor - Series, Auxiliary Heater",001-003-017,,
1,3,18,"Safety Switch - Thermal Cutout, Auxiliary Heater",001-003-018,,
1,3,19,"Heat Exchanger - Auxiliary Heater",001-003-019,,
1,3,20,"Water Jacket - Auxiliary Heater",001-003-020,,
1,3,21,"Glow Plug - Auxiliary Heater",001-003-021,,
1,3,22,"Clamp - Hose, Auxiliary Heater",001-003-022,,
1,3,23,"Connector - Wiring Harness, Auxiliary Heater",001-003-023,,
1,3,24,"Cap - Wiring Harness, Auxiliary Heater",001-003-024,,
1,3,25,"Silencer - Air Intake, Auxiliary Heater",001-003-025,,
1,3,26,"Gasket - Auxiliary Heater",001-003-026,,
1,3,27,"Control Unit - Auxiliary Heater",001-003-027,,
1,3,28,"Pump - Fuel Metering, Auxiliary Heater",001-003-028,,
1,3,29,"Mounting Bracket - Auxiliary Heater Box",001-003-029,,
1,3,30,"Wiring Harness - Main, Auxiliary Heater Assembly",001-003-030,,
1,3,31,"Relay - Auxiliary Heater",001-003-031,,
1,3,32,"Fuse Holder - Auxiliary Heater",001-003-032,,
1,3,33,"Fuse - Auxiliary Heater",001-003-033,,
1,3,34,"Heater Auxiliary - Complete",001-003-034,,
1,3,35,"Hardware, Mounting - Heater Assembly Complete",001-003-035,,
1,3,36,"Igniter - Auxiliary Heater",001-003-036,,
1,3,37,"Elbow - Air Inlet, Auxiliary Heater",001-003-037,,
1,3,38,"Flange - Mounting, Auxiliary Heater",001-003-038,,
1,3,39,"Grille - Air Intake, Auxiliary Heater",001-003-039,,"updated by JP"
1,3,40,"Heat Shield - Exhaust, Auxiliary Heater",001-003-040,,"updated by JP"
1,3,41,"Ring - Air Inlet, Auxiliary Heater",001-003-041,,
1,3,42,"Seal - Mounting, Auxiliary Heater",001-003-042,,
1,3,43,"Tube - Air Intake, Auxiliary Heater",001-003-043,,
1,3,44,"Cable - Control, Auxiliary Heater",001-003-044,,
1,3,45,"Hose - Check Valve to Distribution Point, Auxiliary Heater",001-003-045,,
1,3,46,"Hose - Pump to Check Valve, Auxiliary Heater",001-003-046,,
1,3,47,"Hose - Heater to Check Valve, Auxiliary Heater",001-003-047,,
1,3,48,"Mounting Plate,Timer - Auxiliary Heater",001-003-048,,
1,3,49,"Cap - Air Intake Tube, Auxiliary Heater",001-003-049,,
1,3,50,"Seal - Air Intake Tube, Auxiliary Heater",001-003-050,,
1,3,51,"Panel - Heater Control, Auxiliary",001-003-051,,
1,3,52,"Spring - Flame Sensor, Auxiliary Heater",001-003-052,,
1,3,53,"Connector - Fuel Pump, Auxiliary Heater",001-003-053,,
1,3,54,"Sleeve - End, Piping, Auxiliary Heater",001-003-054,,
1,3,55,"Ring - Seal, Glow Plug, Auxiliary Heater",001-003-055,,
1,3,56,"Screen - Safety, Auxiliary Heater",001-003-056,,
1,3,57,"Jumper - Fuse, Inline, Auxiliary Heater",001-003-057,,
